tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0043011,movie,Andalousie,Andalousie,0,1951,\N,94,Musical
tt0043012,movie,Summer Stock,Summer Stock,0,1950,\N,108,"Musical,Romance"
tt0043013,movie,The Sundowners,The Sundowners,0,1950,\N,83,"Drama,Western"
tt0043014,movie,Sunset Blvd.,Sunset Blvd.,0,1950,\N,110,"Drama,Film-Noir"
tt0043015,movie,Sunset in the West,Sunset in the West,0,1950,\N,67,"Drama,Music,Western"
tt0043016,movie,Surcos de sangre,Surcos de sangre,0,1950,\N,90,Drama
tt0043017,movie,Surrender,Surrender,0,1950,\N,90,"Drama,Romance,Western"
tt0043018,movie,Susana,Susana,0,1951,\N,86,Drama
tt0043019,movie,This Can't Happen Here,Sånt händer inte här,0,1950,\N,84,"Drama,Mystery,Thriller"
tt0043020,movie,Séptima página,Séptima página,0,1951,\N,84,Drama
tt0043021,movie,Séraphin,Séraphin,0,1950,\N,102,Drama
tt0043022,movie,También de dolor se canta,También de dolor se canta,0,1950,\N,97,"Comedy,Drama"
tt0043023,movie,Dancing on Graves,Tanssi yli hautojen,0,1950,\N,101,"Drama,History,Romance"
tt0043024,movie,Tarnished,Tarnished,0,1950,\N,60,"Action,Adventure,Crime"
tt0043025,movie,Tarzan and the Slave Girl,Tarzan and the Slave Girl,0,1950,\N,74,"Action,Adventure"
tt0043026,movie,Tathapi,Tathapi,0,1950,\N,122,Drama
tt0043027,movie,The Tattooed Stranger,The Tattooed Stranger,0,1950,\N,64,"Crime,Drama,Film-Noir"
tt0043029,movie,Taxi-Kitty,Taxi-Kitty,0,1950,\N,88,"Comedy,Musical"
tt0043030,movie,Tea for Two,Tea for Two,0,1950,\N,98,"Comedy,Musical,Romance"
tt0043031,movie,Teatro Apolo,Teatro Apolo,0,1950,\N,105,"Musical,Romance"
tt0043032,movie,Tenya wanya,Tenya wanya,0,1950,\N,96,Comedy
tt0043035,movie,The Texan Meets Calamity Jane,The Texan Meets Calamity Jane,0,1950,\N,71,"Drama,Western"
tt0043036,movie,Texas Dynamo,Texas Dynamo,0,1950,\N,56,"Drama,Western"
tt0043037,short,Texas Tom,Texas Tom,0,1950,\N,7,"Animation,Comedy,Family"
tt0043038,movie,Der Theodor im Fußballtor,Der Theodor im Fußballtor,0,1950,\N,99,\N
tt0043039,movie,They Were Not Divided,They Were Not Divided,0,1950,\N,102,"Drama,War"
tt0043040,movie,This Side of the Law,This Side of the Law,0,1950,\N,74,"Drama,Film-Noir,Mystery"
tt0043041,movie,Three Came Home,Three Came Home,0,1950,\N,106,"Drama,War"
tt0043042,short,Three Hams on Rye,Three Hams on Rye,0,1950,\N,15,"Comedy,Short"
tt0043043,movie,Three Husbands,Three Husbands,0,1950,\N,78,Comedy
tt0043044,movie,Three Little Words,Three Little Words,0,1950,\N,102,"Biography,Comedy,Musical"
tt0043045,movie,Three Secrets,Three Secrets,0,1950,\N,98,"Crime,Drama,Music"
tt0043046,movie,A Ticket to Tomahawk,A Ticket to Tomahawk,0,1950,\N,90,"Comedy,Western"
tt0043048,movie,To Joy,Till glädje,0,1950,\N,98,Drama
tt0043049,movie,Timber Fury,Timber Fury,0,1950,\N,63,"Adventure,Western"
tt0043050,movie,The Titan: Story of Michelangelo,The Titan: Story of Michelangelo,0,1950,\N,70,Documentary
tt0043051,movie,To Have and to Hold,To Have and to Hold,0,1951,\N,63,Drama
tt0043052,movie,To Please a Lady,To Please a Lady,0,1950,\N,91,"Action,Romance,Sport"
tt0043053,movie,The Toast of New Orleans,The Toast of New Orleans,0,1950,\N,97,Musical
tt0043055,movie,Tony Draws a Horse,Tony Draws a Horse,0,1950,\N,91,Comedy
tt0043057,movie,Tototarzan,Tototarzan,0,1950,\N,85,Comedy
tt0043058,movie,Totò cerca moglie,Totò cerca moglie,0,1950,\N,76,Comedy
tt0043059,movie,Totò sceicco,Totò sceicco,0,1950,\N,95,Comedy
tt0043060,movie,The Tougher They Come,The Tougher They Come,0,1950,\N,69,"Action,Adventure,Drama"
tt0043061,movie,Trail of Robin Hood,Trail of Robin Hood,0,1950,\N,67,"Drama,Music,Western"
tt0043062,movie,Trail of the Rustlers,Trail of the Rustlers,0,1950,\N,55,"Drama,Music,Western"
tt0043063,short,Trailer Horn,Trailer Horn,0,1950,\N,6,"Animation,Comedy,Family"
tt0043064,movie,Train to Tombstone,Train to Tombstone,0,1950,\N,56,"Drama,Western"
tt0043065,movie,The Traveling Saleswoman,The Traveling Saleswoman,0,1950,\N,75,"Action,Comedy,Music"
tt0043066,movie,Three Steps North,Three Steps North,0,1951,\N,85,"Crime,Drama,Film-Noir"
tt0043067,movie,Treasure Island,Treasure Island,0,1950,\N,96,"Adventure,Family"
tt0043068,movie,Trial Without Jury,Trial Without Jury,0,1950,\N,60,"Crime,Drama"
tt0043069,movie,"Trigger, Jr.","Trigger, Jr.",0,1950,\N,68,"Drama,Music,Western"
tt0043071,movie,Triple Trouble,Triple Trouble,0,1950,\N,67,"Action,Comedy,Crime"
tt0043072,movie,Tripoli,Tripoli,0,1950,\N,95,"Action,Adventure,History"
tt0043073,short,Trouble Indemnity,Trouble Indemnity,0,1950,\N,7,"Animation,Comedy,Family"
tt0043075,movie,The Sound of Fury,The Sound of Fury,0,1950,\N,91,"Crime,Drama,Film-Noir"
tt0043077,movie,Två trappor över gården,Två trappor över gården,0,1950,\N,98,Drama
tt0043078,movie,The 20 Questions Murder Mystery,The 20 Questions Murder Mystery,0,1950,\N,95,"Crime,Mystery"
tt0043079,movie,Two Flags West,Two Flags West,0,1950,\N,92,"War,Western"
tt0043080,movie,Two Lost Worlds,Two Lost Worlds,0,1951,\N,61,"Adventure,Romance,Sci-Fi"
tt0043081,movie,Two Weeks with Love,Two Weeks with Love,0,1950,\N,90,"Comedy,Musical,Romance"
tt0043082,short,Two's a Crowd,Two's a Crowd,0,1950,\N,7,"Animation,Comedy,Family"
tt0043083,movie,Tyrant of the Sea,Tyrant of the Sea,0,1950,\N,70,"Adventure,War"
tt0043084,short,Un Chant D'Amour,Un chant d'amour,0,1950,\N,26,"Drama,Fantasy,Romance"
tt0043085,movie,Under Mexicali Skies,Under Mexicali Stars,0,1950,\N,67,"Drama,Music,Western"
tt0043086,movie,Under the Gun,Under the Gun,0,1951,\N,83,"Crime,Drama,Film-Noir"
tt0043087,movie,Undercover Girl,Undercover Girl,0,1950,\N,83,"Crime,Drama,Film-Noir"
tt0043088,movie,The Underworld Story,The Underworld Story,0,1950,\N,91,"Crime,Drama,Film-Noir"
tt0043089,movie,Ung och kär,Ung och kär,0,1950,\N,98,Comedy
tt0043090,movie,Union Station,Union Station,0,1950,\N,81,"Crime,Drama,Film-Noir"
tt0043091,movie,Unmasked,Unmasked,0,1950,\N,60,"Action,Crime,Drama"
tt0043092,movie,Unsterbliche Geliebte,Unsterbliche Geliebte,0,1951,\N,105,Drama
tt0043093,movie,Till We Meet Again,Mata au hi made,0,1950,\N,110,"Drama,History,Romance"
tt0043095,movie,V mirnye dni,V mirnye dni,0,1951,\N,97,"Action,Adventure,War"
tt0043098,movie,The Vanishing Westerner,The Vanishing Westerner,0,1950,\N,60,"Drama,Music,Western"
tt0043099,movie,La vendedora de fantasías,La vendedora de fantasías,0,1953,\N,97,Comedy
tt0043100,movie,Vendetta,Vendetta,0,1950,\N,83,"Crime,Drama"
tt0043102,short,Ventriloquist Cat,Ventriloquist Cat,0,1950,\N,7,"Animation,Comedy,Family"
tt0043105,movie,The Vicious Years,The Vicious Years,0,1950,\N,81,"Crime,Drama"
tt0043106,movie,Vigilante Hideout,Vigilante Hideout,0,1950,\N,60,"Drama,Western"
tt0043107,short,The Villa of Monsters,La villa dei mostri,0,1950,\N,10,"Documentary,Short"
tt0043108,movie,A Dog's Life,Vita da cani,0,1950,\N,104,"Comedy,Drama"
tt0043109,movie,The White Cat,Den vita katten,0,1950,\N,93,"Drama,Mystery"
tt0043110,movie,Vom Teufel gejagt,Vom Teufel gejagt,0,1950,\N,\N,"Crime,Drama"
tt0043111,movie,Il voto,Il voto,0,1950,\N,94,Comedy
tt0043112,short,Le voyage en Brésil,Le voyage en Brésil,0,1950,\N,11,"Comedy,Short"
tt0043113,movie,Pancho Villa Returns,Pancho Villa Returns,0,1950,\N,95,Western
tt0043114,movie,Vértigo,Vértigo,0,1953,\N,91,Drama
tt0043115,movie,Victims of Sin,Víctimas del pecado,0,1951,\N,90,"Crime,Drama,Musical"
tt0043116,movie,Wabash Avenue,Wabash Avenue,0,1950,\N,92,Musical
tt0043117,movie,Wagon Master,Wagon Master,0,1950,\N,86,"Drama,Western"
tt0043118,movie,"Walk Softly, Stranger","Walk Softly, Stranger",0,1950,\N,81,"Crime,Drama,Film-Noir"
tt0043119,movie,Der Wallnerbub,Der Wallnerbub,0,1950,\N,100,Drama
tt0043120,movie,Watch the Birdie,Watch the Birdie,0,1950,\N,71,"Comedy,Crime,Romance"
tt0043121,movie,Waterfront Women,Waterfront,0,1950,\N,80,Drama
tt0043122,movie,Wer fuhr den grauen Ford?,Wer fuhr den grauen Ford?,0,1950,\N,94,"Crime,Drama,Romance"
tt0043123,movie,The West Point Story,The West Point Story,0,1950,\N,107,"Comedy,Music"
tt0043124,movie,West of Wyoming,West of Wyoming,0,1950,\N,57,"Drama,Western"
tt0043125,movie,West of the Brazos,West of the Brazos,0,1950,\N,58,"Drama,Western"
tt0043126,movie,Western Pacific Agent,Western Pacific Agent,0,1950,\N,65,"Drama,Film-Noir"
tt0043127,movie,What the Butler Saw,What the Butler Saw,0,1950,\N,61,"Comedy,Romance"
tt0043128,short,What's Up Doc?,What's Up Doc?,0,1950,\N,7,"Animation,Comedy,Family"
tt0043129,movie,When Willie Comes Marching Home,When Willie Comes Marching Home,0,1950,\N,82,"Comedy,War"
tt0043130,movie,When You're Smiling,When You're Smiling,0,1950,\N,75,Musical
tt0043131,movie,Where Danger Lives,Where Danger Lives,0,1950,\N,82,"Crime,Film-Noir,Thriller"
tt0043132,movie,Where the Sidewalk Ends,Where the Sidewalk Ends,0,1950,\N,95,"Crime,Drama,Film-Noir"
tt0043134,movie,The White Tower,The White Tower,0,1950,\N,98,Adventure
tt0043135,short,Why Korea?,Why Korea?,0,1951,\N,30,"Documentary,Short"
tt0043136,short,Wild Boar Hunt,Wild Boar Hunt,0,1940,\N,10,Short
tt0043137,movie,Winchester '73,Winchester '73,0,1950,\N,92,"Action,Drama,Western"
tt0043138,movie,With These Hands,With These Hands,0,1950,\N,52,Drama
tt0043139,movie,Life of a Beijing Policeman,Wo zhe yi bei zi,0,1950,\N,120,"Drama,History"
tt0043140,movie,Five Angles on Murder,The Woman in Question,0,1950,\N,88,"Crime,Drama,Mystery"
tt0043141,movie,A Woman of Distinction,A Woman of Distinction,0,1950,\N,85,Comedy
tt0043142,movie,Woman on the Run,Woman on the Run,0,1950,\N,77,"Crime,Drama,Film-Noir"
tt0043143,movie,Her Panelled Door,The Woman with No Name,0,1950,\N,84,Drama
tt0043144,movie,Women from Headquarters,Women from Headquarters,0,1950,\N,60,"Crime,Drama,Film-Noir"
tt0043145,short,Wonder Dog,Wonder Dog,0,1950,\N,7,"Animation,Comedy,Family"
tt0043146,movie,Wonder Boy,The Wonder Kid,0,1951,\N,85,"Comedy,Drama"
tt0043147,movie,The Wooden Horse,The Wooden Horse,0,1950,\N,101,"Drama,History,War"
tt0043148,short,Wrong Way Butch,Wrong Way Butch,0,1950,\N,10,"Comedy,Short"
tt0043149,movie,Wyoming Mail,Wyoming Mail,0,1950,\N,87,Western
tt0043150,movie,The Yellow Cab Man,The Yellow Cab Man,0,1950,\N,85,"Comedy,Drama,Romance"
tt0043151,movie,Young Daniel Boone,Young Daniel Boone,0,1950,\N,71,"Biography,Western"
tt0043153,movie,Young Man with a Horn,Young Man with a Horn,0,1950,\N,112,"Biography,Drama,Music"
tt0043154,movie,Eye Witness,Your Witness,0,1950,\N,100,"Comedy,Crime,Drama"
tt0043155,movie,Portrait of Madame Yuki,Yuki fujin ezu,0,1950,\N,88,"Drama,Romance"
tt0043156,movie,Zagovor obrechyonnykh,Zagovor obrechyonnykh,0,1950,\N,97,Drama
tt0043157,movie,Lo zappatore,Lo zappatore,0,1950,\N,80,Drama
tt0043158,movie,Zeinab,Zeinab,0,1952,\N,\N,"Drama,Romance"
tt0043159,movie,The Good Fairy,Zen-ma,0,1951,\N,108,Drama
tt0043161,movie,Åsa-Nisse på jaktstigen,Åsa-Nisse på jaktstigen,0,1950,\N,94,Comedy
tt0043162,movie,Twelve Hours to Live,È più facile che un cammello...,0,1950,\N,81,"Drama,Fantasy"
tt0043163,movie,Once Upon a Time...,Érase una vez,0,1950,\N,90,"Animation,Musical"
tt0043164,movie,The Strange Madame X,L'étrange Madame X,0,1951,\N,91,Drama
tt0043166,movie,El último caballo,El último caballo,0,1950,\N,85,"Comedy,Drama"
tt0043167,movie,El último payador,El último payador,0,1950,\N,90,Drama
tt0043168,tvSeries,The Ad-Libbers,The Ad-Libbers,0,1951,\N,30,"Comedy,Game-Show"
tt0043169,tvSeries,The Adventures of Kit Carson,The Adventures of Kit Carson,0,1951,1960,30,Western
tt0043170,tvSeries,Adventures of Wild Bill Hickok,Adventures of Wild Bill Hickok,0,1951,1958,30,"Family,Western"
tt0043175,tvSeries,The Amos 'n Andy Show,The Amos 'n Andy Show,0,1951,1953,30,Comedy
tt0043178,tvSeries,The Big Payoff,The Big Payoff,0,1951,1959,60,"Game-Show,Music"
tt0043181,tvSeries,The Bob & Ray Show,The Bob & Ray Show,0,1951,1953,15,Comedy
tt0043182,tvSeries,Boston Blackie,Boston Blackie,0,1951,1953,30,"Crime,Drama"
tt0043183,tvSeries,Celanese Theatre,Celanese Theatre,0,1951,1952,60,Drama
tt0043184,tvSeries,Cosmopolitan Theatre,Cosmopolitan Theatre,0,1951,\N,60,"Drama,Family"
tt0043186,tvSeries,Crime Photographer,Crime Photographer,0,1951,1952,30,Drama
tt0043189,tvSeries,A Date with Judy,A Date with Judy,0,1951,1953,30,Comedy
tt0043192,tvSeries,The Dinah Shore Chevy Show,The Dinah Shore Chevy Show,0,1956,1963,60,Music
tt0043194,tvSeries,Dragnet,Dragnet,0,1951,1959,30,"Crime,Drama,Mystery"
tt0043195,tvSeries,Ernie in Kovacsland,Ernie in Kovacsland,0,1951,\N,30,Comedy
tt0043199,tvSeries,Foreign Intrigue,Foreign Intrigue,0,1951,1955,30,"Crime,Mystery,Thriller"
tt0043200,tvSeries,The Frances Langford-Don Ameche Show,The Frances Langford-Don Ameche Show,0,1951,1952,60,"Comedy,Music"
tt0043201,tvSeries,Front Page Detective,Front Page Detective,0,1951,1953,30,"Crime,Drama,Mystery"
tt0043204,tvSeries,Goodyear Playhouse,Goodyear Television Playhouse,0,1951,1957,60,Drama
tt0043206,tvSeries,Hollywood Opening Night,Hollywood Opening Night,0,1951,1953,30,Drama
tt0043208,tvSeries,I Love Lucy,I Love Lucy,0,1951,1957,30,"Comedy,Family"
tt0043210,tvSeries,The Kate Smith Evening Hour,The Kate Smith Evening Hour,0,1951,1952,60,"Comedy,Drama,Music"
tt0043212,tvSeries,Life with Buster Keaton,Life with Buster Keaton,0,1951,\N,30,Comedy
tt0043214,tvSeries,Love of Life,Love of Life,0,1951,1980,25,"Drama,Romance"
tt0043215,tvSeries,Mark Saber,Mark Saber,0,1951,1953,30,Drama
tt0043216,tvSeries,Meet Corliss Archer,Meet Corliss Archer,0,1950,\N,30,Comedy
tt0043217,tvSeries,Miss Susan,Miss Susan,0,1951,1951,15,Drama
tt0043222,tvSeries,The Ezio Pinza Show,The Ezio Pinza Show,0,1951,1953,30,\N
tt0043223,tvSeries,The Range Rider,The Range Rider,0,1951,1953,30,Western
tt0043224,tvSeries,The Red Skelton Hour,The Red Skelton Show,0,1951,2016,60,Comedy
tt0043225,tvSeries,The Roy Rogers Show,The Roy Rogers Show,0,1951,1957,30,"Family,Western"
tt0043228,tvSeries,Schlitz Playhouse,Schlitz Playhouse of Stars,0,1951,1959,30,"Comedy,Drama"
tt0043229,tvSeries,Search for Tomorrow,Search for Tomorrow,0,1951,1986,30,"Drama,Romance"
tt0043232,tvSeries,Sky King,Sky King,0,1951,1962,30,"Adventure,Drama,Family"
tt0043234,tvSeries,Space Patrol,Space Patrol,0,1950,1955,30,"Action,Adventure,Family"
tt0043235,tvSeries,Strike It Rich,Strike It Rich,0,1951,1958,30,Game-Show
tt0043238,tvSeries,Tales of Tomorrow,Tales of Tomorrow,0,1951,1953,25,"Drama,Horror,Mystery"
tt0043242,tvSeries,The Victor Borge Show,The Victor Borge Show,0,1951,\N,30,"Comedy,Music"
tt0043244,tvSeries,Mr. Wizard,Watch Mr. Wizard,0,1951,1972,30,Family
tt0043250,movie,...ja Helena soittaa,...ja Helena soittaa,0,1951,\N,91,"Drama,Romance"
tt0043251,movie,The 13th Letter,The 13th Letter,0,1951,\N,85,"Film-Noir,Mystery"
tt0043252,movie,91:an Karlssons bravader,91:an Karlssons bravader,0,1951,\N,88,Comedy
tt0043253,movie,A.T.M.: ¡¡A toda máquina!!,A.T.M.: ¡¡A toda máquina!!,0,1951,\N,120,"Comedy,Drama"
tt0043255,movie,Bud Abbott and Lou Costello Meet the Invisible Man,Bud Abbott and Lou Costello Meet the Invisible Man,0,1951,\N,82,"Comedy,Family,Sci-Fi"
tt0043257,movie,Abilene Trail,Abilene Trail,0,1951,\N,54,"Drama,Western"
tt0043258,movie,Acapulco,Acapulco,0,1952,\N,90,"Comedy,Drama,Romance"
tt0043260,movie,According to Mrs. Hoyle,According to Mrs. Hoyle,0,1951,\N,60,"Comedy,Crime,Drama"
tt0043261,movie,Attention! Bandits!,Achtung! Banditi!,0,1951,\N,90,"Drama,War"
tt0043262,movie,Across the Wide Missouri,Across the Wide Missouri,0,1951,\N,78,"Adventure,Drama,Romance"
tt0043263,movie,Fortune in Diamonds,The Adventurers,0,1951,\N,86,Adventure
tt0043264,movie,Adventures of Captain Fabian,Adventures of Captain Fabian,0,1951,\N,100,Adventure
tt0043265,movie,The African Queen,The African Queen,0,1951,\N,105,"Adventure,Drama,Romance"
tt0043266,movie,Matrimonial Agency,Agence matrimoniale,0,1952,\N,109,Comedy
tt0043267,movie,Little Love of My Life,Ahí viene Martín Corona,0,1952,\N,87,"Comedy,Drama,Western"
tt0043268,movie,Beyond Love and Hate,Ai to nikushimi no kanata e,0,1951,\N,107,Drama
tt0043269,movie,Elegy,Aika,0,1951,\N,110,Drama
tt0043270,movie,Air Cadet,Air Cadet,0,1951,\N,94,"Biography,Drama,War"
tt0043271,movie,Story of a Beloved Wife,Aisai monogatari,0,1951,\N,97,"Drama,Romance"
tt0043272,movie,Al Jennings of Oklahoma,Al Jennings of Oklahoma,0,1951,\N,79,"Biography,Drama,Western"
tt0043273,movie,Dawn of America,Alba de América,0,1951,\N,112,History
tt0043274,movie,Alice in Wonderland,Alice in Wonderland,0,1951,\N,75,"Adventure,Animation,Comedy"
tt0043275,movie,All That I Have,All That I Have,0,1951,\N,55,Drama
tt0043276,movie,Along the Great Divide,Along the Great Divide,0,1951,\N,88,Western
tt0043277,movie,Der alte Sünder,Der alte Sünder,0,1951,\N,102,Comedy
tt0043278,movie,An American in Paris,An American in Paris,0,1951,\N,114,"Drama,Musical,Romance"
tt0043279,movie,Appointment for Murder,Amo un assassino,0,1951,\N,90,"Crime,Drama,Mystery"
tt0043280,movie,Love I Haven't... But... But,"Amor non ho! Però, però..",0,1951,\N,90,Comedy
tt0043281,movie,Amore e sangue,Amore e sangue,0,1951,\N,86,"Action,Drama"
tt0043284,movie,Angélica,Angélica,0,1952,\N,\N,"Drama,Romance"
tt0043286,movie,Angels in the Outfield,Angels in the Outfield,0,1951,\N,99,"Comedy,Family,Fantasy"
tt0043287,movie,Anna,Anna,0,1951,\N,107,"Drama,Romance"
tt0043288,movie,Anne of the Indies,Anne of the Indies,0,1951,\N,81,"Action,Adventure,Drama"
tt0043289,movie,Antony and Cleopatra,Antony and Cleopatra,0,1951,\N,169,"Drama,History,Romance"
tt0043290,movie,The Blue Pearl,Aoi shinju,0,1951,\N,97,\N
tt0043291,movie,Apache Drums,Apache Drums,0,1951,\N,76,"Action,Adventure,Drama"
tt0043292,movie,Appointment with Danger,Appointment with Danger,0,1950,\N,90,"Crime,Drama,Film-Noir"
tt0043293,movie,Island Rescue,Appointment with Venus,0,1951,\N,87,"Comedy,Drama,War"
tt0043294,short,Appunti su un fatto di cronaca,Appunti su un fatto di cronaca,0,1953,\N,5,"Documentary,Short"
tt0043295,movie,Arizona Manhunt,Arizona Manhunt,0,1951,\N,60,"Drama,Western"
tt0043296,short,Around Is Around,Around Is Around,0,1953,\N,10,"Animation,Short"
tt0043297,movie,Arrivano i nostri,Arrivano i nostri,0,1951,\N,112,Comedy
tt0043298,movie,As You Were,As You Were,0,1951,\N,57,Comedy
tt0043299,movie,As Young as You Feel,As Young as You Feel,0,1951,\N,77,Comedy
tt0043301,movie,Assassin for Hire,Assassin for Hire,0,1951,\N,67,"Crime,Mystery"
tt0043302,movie,The Accusation,Atto di accusa,0,1950,\N,99,"Crime,Drama,Mystery"
tt0043303,movie,The Red Inn,L'auberge rouge,0,1951,\N,98,"Comedy,Crime"
tt0043304,movie,Auguri e figli maschi!,Auguri e figli maschi!,0,1951,\N,98,Comedy
tt0043305,movie,Don Juan's Night of Love,Le avventure di Mandrin,0,1952,\N,102,Adventure
tt0043306,movie,Awaara,Awaara,0,1951,\N,193,"Drama,Musical,Romance"
tt0043307,movie,Gamble,Baazi,0,1951,\N,143,"Crime,Drama,Musical"
tt0043308,short,Baby Sitters Jitters,Baby Sitters Jitters,0,1951,\N,16,"Comedy,Short"
tt0043309,movie,Bag de røde porte,Bag de røde porte,0,1951,\N,100,"Comedy,Drama,Family"
tt0043310,movie,Bahar,Bahar,0,1951,\N,170,Drama
tt0043311,movie,Bakonja fra Brne,Bakonja fra Brne,0,1951,\N,104,Comedy
tt0043312,movie,The Life of a Horsetrader,Bakurô ichidai,0,1951,\N,113,Drama
tt0043313,movie,Early Summer,Bakushû,0,1951,\N,125,Drama
tt0043315,short,Ballot Box Bunny,Ballot Box Bunny,0,1951,\N,8,"Animation,Comedy,Family"
tt0043317,movie,Bannerline,Bannerline,0,1951,\N,87,"Drama,Music,Romance"
tt0043319,movie,The Barefoot Mailman,The Barefoot Mailman,0,1951,\N,83,"Adventure,Comedy"
tt0043320,movie,The Basketball Fix,The Basketball Fix,0,1951,\N,65,"Crime,Drama,Film-Noir"
tt0043322,short,A Bear for Punishment,A Bear for Punishment,0,1951,\N,7,"Animation,Comedy,Family"
tt0043323,movie,Becsület és dicsöség,Becsület és dicsöség,0,1951,\N,110,"Comedy,Musical"
tt0043324,movie,Bedeni,Bedeni,0,1951,\N,\N,Drama
tt0043325,movie,Bedtime for Bonzo,Bedtime for Bonzo,0,1951,\N,83,"Comedy,Family,Romance"
tt0043326,short,Bee on Guard,Bee on Guard,0,1951,\N,7,"Animation,Comedy,Family"
tt0043327,movie,Behave Yourself!,Behave Yourself!,0,1951,\N,81,"Comedy,Crime"
tt0043328,movie,The Axe of Wandsbek,Das Beil von Wandsbek,0,1950,\N,110,Drama
tt0043329,movie,Belinskiy,Belinskiy,0,1953,\N,102,"Biography,Drama"
tt0043330,movie,Belle Le Grand,Belle Le Grand,0,1951,\N,90,"Drama,Western"
tt0043331,movie,Bellezze a Capri,Bellezze a Capri,0,1951,\N,85,Comedy
tt0043332,movie,Beautiful,Bellissima,0,1951,\N,114,Drama
tt0043334,short,Benjy,Benjy,0,1951,\N,31,"Drama,Short"
tt0043335,movie,Best of the Badmen,Best of the Badmen,0,1951,\N,84,Western
tt0043336,movie,La bienamada,La bienamada,0,1951,\N,85,Drama
tt0043337,movie,Biffen och Bananen,Biffen och Bananen,0,1951,\N,95,Comedy
tt0043338,movie,Ace in the Hole,Ace in the Hole,0,1951,\N,111,"Drama,Film-Noir"
tt0043339,movie,The Big Gusher,The Big Gusher,0,1951,\N,68,Adventure
tt0043340,movie,The Big Night,The Big Night,0,1951,\N,75,"Drama,Film-Noir,Thriller"
tt0043341,short,Big Top Bunny,Big Top Bunny,0,1951,\N,7,"Animation,Comedy,Family"
tt0043342,movie,El billetero,El billetero,0,1953,\N,\N,Drama
tt0043343,movie,Bird of Paradise,Bird of Paradise,0,1951,\N,100,"Adventure,Drama,Romance"
tt0043344,movie,The Black Widow,The Black Widow,0,1951,\N,62,"Crime,Drama,Thriller"
tt0043347,movie,Bluebeard,Blaubart,0,1951,\N,95,"Adventure,Comedy"
tt0043348,movie,Blazing Bullets,Blazing Bullets,0,1951,\N,51,"Drama,Western"
tt0043349,movie,Blue Blood,Blue Blood,0,1951,\N,72,Drama
tt0043350,movie,The Blue Veil,The Blue Veil,0,1951,\N,113,Drama
tt0043351,movie,The Grand Concert,Bolshoy kontsert,0,1951,\N,108,Music
